"","SITEVISITIDREPDIVER","X.1","SITE","ISLAND","X","SITEVISITID","METHOD","OBS_YEAR","REGION","REGION_NAME","ANALYSIS_SEC","ANALYSIS_YEAR","ANALYSIS_STRATA","SEC_NAME","DATE_","REEF_ZONE","DEPTH_BIN","DEPTH_BIN_new","LATITUDE","LONGITUDE","DEPTH","HARD_CORAL","SOFT_CORAL","MA","CCA","TA","SAND","CYANO","OTHER_BENTHIC","ComplexityValue","MEAN_SH","SD_SH_DIFF","MAX_HEIGHT","nCounts","nReps","REP","DIVER","PISCIVORE","PLANKTIVORE","PRIMARY","SECONDARY","UNKNOWN","TotFish","ECOREGION","POP_STATUS","SITE_SLOPE_400m","REPLICATEID","PISCIVORE_SJs"
"3963","5141AIDW",2549,"MAI-00369","Maui",4211,5141,"nSPC",2012,"MHI","Main Hawaiian Islands","MAI_KIHEI","2010-12","ForereefMid","MAI_KIHEI","05/09/2012","Forereef","Mid","Shallow",20.63658616,-156.4537533,9.9,50,0,1.5,6,25,17.5,0,0,NA,0.43375,0.301009396,1.5,2,1,"A","IDW",5.452075838,33.47907991,7.426495772,4.87050287,0,51.22815439,"Hawaii","P",2.484542227,"1845957325",5.45207583778256
"3964","5142AKCL",2536,"MAI-00360","Maui",4214,5142,"nSPC",2012,"MHI","Main Hawaiian Islands","MAI_MOLOKINI","2010-12","ForereefDeep","MAI_MOLOKINI","05/09/2012","Forereef","Deep","Deep",20.63127539,-156.4932424,24.3,40,0,6,16,35,0,3,0,NA,0.9825,0.999021807,4.5,2,1,"A","KCL",1.770117033,34.69032752,31.51627211,16.06065508,0,84.03737174,"Hawaii","P",14.06080101,"1845957330",58.370373609396
"3965","5142AKSM",2535,"MAI-00360","Maui",4213,5142,"nSPC",2012,"MHI","Main Hawaiian Islands","MAI_MOLOKINI","2010-12","ForereefDeep","MAI_MOLOKINI","05/09/2012","Forereef","Deep","Deep",20.63127539,-156.4932424,24.3,40,0,6,16,35,0,3,0,NA,0.9825,0.999021807,4.5,2,1,"A","KSM",0,15.33921193,15.56116682,2.652671804,0,33.55305056,"Hawaii","P",14.06080101,"1845957335",0
"3966","5143ABLR",2547,"MAI-00367","Maui",4215,5143,"nSPC",2012,"MHI","Main Hawaiian Islands","MAI_KIHEI","2010-12","ForereefMid","MAI_KIHEI","05/09/2012","Forereef","Mid","Mid",20.72269924,-156.457215,13.4,65,0,1,3.5,25.5,5,0,0,NA,0.6225,0.575471485,2.1,2,1,"A","BLR",8.113886188,0.646049168,8.044136892,3.543095896,0,20.34716814,"Hawaii","P",0.700344223,"1845957338",8.11388618766759
"3967","5143AIDW",2548,"MAI-00367","Maui",4216,5143,"nSPC",2012,"MHI","Main Hawaiian Islands","MAI_KIHEI","2010-12","ForereefMid","MAI_KIHEI","05/09/2012","Forereef","Mid","Mid",20.72269924,-156.457215,13.4,65,0,1,3.5,25.5,5,0,0,NA,0.6225,0.575471485,2.1,2,1,"A","IDW",6.331660863,2.972115691,22.24277682,8.997904918,0,40.5444583,"Hawaii","P",0.700344223,"1845957332",6.33166086298167
"3968","5144ADJW",2502,"MAI-00294","Maui",4217,5144,"nSPC",2012,"MHI","Main Hawaiian Islands","MAI_KIHEI","2010-12","ForereefMid","MAI_KIHEI","05/09/2012","Forereef","Mid","Mid",20.61876959,-156.4472127,16.15,3,0,0.5,3,66,20,7.5,0,NA,0.11375,0.049937343,0.25,2,1,"A","DJW",0,0,0,0.408459973,0,0.408459973,"Hawaii","P",1.014183777,"1845957319",0
"3969","5144AMF",2501,"MAI-00294","Maui",4218,5144,"nSPC",2012,"MHI","Main Hawaiian Islands","MAI_KIHEI","2010-12","ForereefMid","MAI_KIHEI","05/09/2012","Forereef","Mid","Mid",20.61876959,-156.4472127,16.15,3,0,0.5,3,66,20,7.5,0,NA,0.11375,0.049937343,0.25,2,1,"A","MF",0,0.169630608,9.822510624,1.48355101,0,11.47569224,"Hawaii","P",1.014183777,"1845957323",0
"3970","5145ADJW",2543,"MAI-00365","Maui",4219,5145,"nSPC",2012,"MHI","Main Hawaiian Islands","MAI_KIHEI","2010-12","ForereefMid","MAI_KIHEI","05/09/2012","Forereef","Mid","Mid",20.62010935,-156.4480538,15.35,3,0,1,3,73,20,0,0,NA,0.1375,0.0975,0.55,2,1,"A","DJW",0,0.073386132,0.022520955,1.185624573,0,1.28153166,"Hawaii","P",0.961582517,"1845957321",0
"3971","5145AMF",2544,"MAI-00365","Maui",4220,5145,"nSPC",2012,"MHI","Main Hawaiian Islands","MAI_KIHEI","2010-12","ForereefMid","MAI_KIHEI","05/09/2012","Forereef","Mid","Mid",20.62010935,-156.4480538,15.35,3,0,1,3,73,20,0,0,NA,0.1375,0.0975,0.55,2,1,"A","MF",0,0.207092507,0.230480855,7.639599064,0,8.077172427,"Hawaii","P",0.961582517,"1845957327",0
"3972","5146ADJW",2505,"MAI-00298","Maui",4222,5146,"nSPC",2012,"MHI","Main Hawaiian Islands","MAI_KIHEI","2010-12","ForereefShallow","MAI_KIHEI","05/09/2012","Forereef","Shallow","Shallow",20.63993926,-156.4493465,3.35,70,0,2.5,3.5,18.5,5.5,0,0,NA,0.77375,0.39685335,1.75,2,1,"A","DJW",0.209984533,4.370224288,5.663876576,1.421374422,0,11.66545982,"Hawaii","P",2.294198738,"1845957322",0.209984533135722
"3973","5146AMF",2506,"MAI-00298","Maui",4221,5146,"nSPC",2012,"MHI","Main Hawaiian Islands","MAI_KIHEI","2010-12","ForereefShallow","MAI_KIHEI","05/09/2012","Forereef","Shallow","Shallow",20.63993926,-156.4493465,3.35,70,0,2.5,3.5,18.5,5.5,0,0,NA,0.77375,0.39685335,1.75,2,1,"A","MF",2.624713918,2.270410389,7.234009959,1.633162459,0,13.76229673,"Hawaii","P",2.294198738,"1845957331",2.62471391845243
"3974","5147ABDS",2504,"MAI-00297","Maui",4223,5147,"nSPC",2012,"MHI","Main Hawaiian Islands","MAI_KIHEI","2010-12","ForereefShallow","MAI_KIHEI","05/09/2012","Forereef","Shallow","Shallow",20.62447859,-156.4433629,4.35,25,0,0.5,7.5,65.5,1.5,0,0,NA,0.58125,0.440286675,1.6,2,1,"A","BDS",0,1.157035216,10.07671013,2.917732925,0,14.15147827,"Hawaii","P",1.577298089,"1845957336",0
"3975","5147APMA",2503,"MAI-00297","Maui",4224,5147,"nSPC",2012,"MHI","Main Hawaiian Islands","MAI_KIHEI","2010-12","ForereefShallow","MAI_KIHEI","05/09/2012","Forereef","Shallow","Shallow",20.62447859,-156.4433629,4.35,25,0,0.5,7.5,65.5,1.5,0,0,NA,0.58125,0.440286675,1.6,2,1,"A","PMA",0,1.448301494,5.377135951,2.206919986,0,9.032357431,"Hawaii","P",1.577298089,"1845957317",0
"3976","5148ABDS",2539,"MAI-00362","Maui",4226,5148,"nSPC",2012,"MHI","Main Hawaiian Islands","MAI_KIHEI","2010-12","ForereefDeep","MAI_KIHEI","05/09/2012","Forereef","Deep","Deep",20.71582641,-156.4580537,20.7,65,0,0,10,22.5,2.5,0,0,NA,0.3925,0.164044947,0.65,2,1,"A","BDS",0.490218785,0.876737764,7.439762181,1.259923098,0,10.06664183,"Hawaii","P",1.402045529,"1845957326",0.490218784912662
"3977","5148AJPZ",2540,"MAI-00362","Maui",4225,5148,"nSPC",2012,"MHI","Main Hawaiian Islands","MAI_KIHEI","2010-12","ForereefDeep","MAI_KIHEI","05/09/2012","Forereef","Deep","Deep",20.71582641,-156.4580537,20.7,65,0,0,10,22.5,2.5,0,0,NA,0.3925,0.164044947,0.65,2,1,"A","JPZ",1.162895683,0.283762304,6.789456106,3.002098643,0,11.23821274,"Hawaii","P",1.402045529,"1845957329",1.16289568259551
"3978","5149AJPZ",2496,"MAI-00290","Maui",4228,5149,"nSPC",2012,"MHI","Main Hawaiian Islands","MAI_KIHEI","2010-12","ForereefMid","MAI_KIHEI","05/09/2012","Forereef","Mid","Mid",20.70393987,-156.4506148,11.6,60,0,0,7.5,10,22.5,0,0,NA,0.845,0.537785899,2.25,2,1,"A","JPZ",2.194263846,0,15.92959914,5.354915763,0,23.47877875,"Hawaii","P",1.534400695,"1845957334",2.19426384586911
"3979","5149APMA",2495,"MAI-00290","Maui",4227,5149,"nSPC",2012,"MHI","Main Hawaiian Islands","MAI_KIHEI","2010-12","ForereefMid","MAI_KIHEI","05/09/2012","Forereef","Mid","Mid",20.70393987,-156.4506148,11.6,60,0,0,7.5,10,22.5,0,0,NA,0.845,0.537785899,2.25,2,1,"A","PMA",0.166930638,0.00730158,17.09752382,2.752000917,0,20.02375696,"Hawaii","P",1.534400695,"1845957318",0.166930638353037
"3980","5150ABDS",2499,"MAI-00293","Maui",4230,5150,"nSPC",2012,"MHI","Main Hawaiian Islands","MAI_KIHEI","2010-12","ForereefMid","MAI_KIHEI","05/09/2012","Forereef","Mid","Mid",20.71804267,-156.4550511,14.4,65,0,0,1,30,4,0,0,NA,0.5675,0.373293075,1.1,2,1,"A","BDS",0.885146455,0.029657608,9.423090862,3.753422281,0,14.09131721,"Hawaii","P",0.715867691,"1845957324",0.885146454879345
"3981","5150APMA",2500,"MAI-00293","Maui",4229,5150,"nSPC",2012,"MHI","Main Hawaiian Islands","MAI_KIHEI","2010-12","ForereefMid","MAI_KIHEI","05/09/2012","Forereef","Mid","Mid",20.71804267,-156.4550511,14.4,65,0,0,1,30,4,0,0,NA,0.5675,0.373293075,1.1,2,1,"A","PMA",1.881258792,0,6.805413024,3.691101987,0,12.3777738,"Hawaii","P",0.715867691,"1845957320",1.88125879185727
"3982","5151ADJW",2896,"MOL-00349","Molokai",4231,5151,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_WEST","2010-12","ForereefShallow","MOL_WEST","06/09/2012","Forereef","Shallow","Shallow",21.18616693,-157.2502475,4.95,1,0,39.5,5.5,44,10,0,0,NA,0.15125,0.141305299,0.8,2,1,"A","DJW",0.31729699,0.22570995,5.369573819,0.250525703,0,6.163106462,"Hawaii","P",1.221583076,"1845957344",0.317296990091402
"3983","5151AKSM",2895,"MOL-00349","Molokai",4232,5151,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_WEST","2010-12","ForereefShallow","MOL_WEST","06/09/2012","Forereef","Shallow","Shallow",21.18616693,-157.2502475,4.95,1,0,39.5,5.5,44,10,0,0,NA,0.15125,0.141305299,0.8,2,1,"A","KSM",0,0,0,7.986371529,0,7.986371529,"Hawaii","P",1.221583076,"1845957343",0
"3984","5152ADJW",2885,"MOL-00344","Molokai",4233,5152,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_WEST","2010-12","ForereefMid","MOL_WEST","06/09/2012","Forereef","Mid","Mid",21.18242575,-157.2549909,11.45,3.5,0,70,0.5,22.5,3.5,0,0,NA,0.11875,0.064743118,0.3,2,1,"A","DJW",0,0.098142816,0.445800582,2.821939049,0,3.365882447,"Hawaii","P",1.062367144,"1845957345",0
"3985","5152AKSM",2886,"MOL-00344","Molokai",4234,5152,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_WEST","2010-12","ForereefMid","MOL_WEST","06/09/2012","Forereef","Mid","Mid",21.18242575,-157.2549909,11.45,3.5,0,70,0.5,22.5,3.5,0,0,NA,0.11875,0.064743118,0.3,2,1,"A","KSM",0,0.075413652,0.589571826,5.137108148,0,5.802093625,"Hawaii","P",1.062367144,"1845957342",0
"3986","5153ADJW",2894,"MOL-00348","Molokai",4236,5153,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_WEST","2010-12","ForereefShallow","MOL_WEST","06/09/2012","Forereef","Shallow","Shallow",21.17287751,-157.2568479,4.45,2.5,0,23.5,0.5,64.5,9,0,0,NA,0.315,0.319105848,1.125,2,1,"A","DJW",0,1.296970753,3.891612754,8.586480673,0,13.77506418,"Hawaii","P",1.566977424,"1845957346",0
"3987","5153AKSM",2893,"MOL-00348","Molokai",4235,5153,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_WEST","2010-12","ForereefShallow","MOL_WEST","06/09/2012","Forereef","Shallow","Shallow",21.17287751,-157.2568479,4.45,2.5,0,23.5,0.5,64.5,9,0,0,NA,0.315,0.319105848,1.125,2,1,"A","KSM",0,0.403971262,5.340691137,8.768527396,0,14.5131898,"Hawaii","P",1.566977424,"1845957339",0
"3988","5154ADJW",2872,"MOL-00337","Molokai",4238,5154,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_WEST","2010-12","ForereefDeep","MOL_WEST","06/09/2012","Forereef","Deep","Deep",21.16783529,-157.2817954,24.7,5.5,0,55,1,20,3.5,15,0,NA,0.115,0.055,0.5,2,1,"A","DJW",0.309520449,0.127927501,0.117034007,6.753197525,0,7.307679481,"Hawaii","P",1.19826685,"1845957348",0.309520449093356
"3989","5154AKSM",2871,"MOL-00337","Molokai",4237,5154,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_WEST","2010-12","ForereefDeep","MOL_WEST","06/09/2012","Forereef","Deep","Deep",21.16783529,-157.2817954,24.7,5.5,0,55,1,20,3.5,15,0,NA,0.115,0.055,0.5,2,1,"A","KSM",0,0.633896,0.363893273,5.293283621,0,6.291072894,"Hawaii","P",1.19826685,"1845957340",0
"3990","5155ADJW",2897,"MOL-00392","Molokai",4239,5155,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_WEST","2010-12","ForereefShallow","MOL_WEST","06/09/2012","Forereef","Shallow","Shallow",21.17639632,-157.2535399,3.4,0,0,6.5,1,70,22.5,0,0,NA,0.50125,0.360800672,1.25,2,1,"A","DJW",0.154162712,0.167372055,1.505706592,0.85859148,0,2.68583284,"Hawaii","P",1.38645469,"1845957351",0.154162712308049
"3991","5155AKSM",2898,"MOL-00392","Molokai",4240,5155,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_WEST","2010-12","ForereefShallow","MOL_WEST","06/09/2012","Forereef","Shallow","Shallow",21.17639632,-157.2535399,3.4,0,0,6.5,1,70,22.5,0,0,NA,0.50125,0.360800672,1.25,2,1,"A","KSM",0,0.30367612,0.277825855,1.310598912,0,1.892100887,"Hawaii","P",1.38645469,"1845957341",0
"3992","5156ABDS",2889,"MOL-00346","Molokai",4241,5156,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_WEST","2010-12","ForereefMid","MOL_WEST","06/09/2012","Forereef","Mid","Mid",21.19357997,-157.2550131,12.35,3.5,0,40,2,39.5,9,6,0,NA,0.23,0.16706186,0.875,2,1,"A","BDS",0.018956938,0,0.058204978,2.464934846,0,2.542096762,"Hawaii","P",0.825770123,"1845957361",0.0189569384678429
"3993","5156AMF",2890,"MOL-00346","Molokai",4242,5156,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_WEST","2010-12","ForereefMid","MOL_WEST","06/09/2012","Forereef","Mid","Mid",21.19357997,-157.2550131,12.35,3.5,0,40,2,39.5,9,6,0,NA,0.23,0.16706186,0.875,2,1,"A","MF",0,0.022629711,0.4439843,3.000176953,0,3.466790964,"Hawaii","P",0.825770123,"1845957347",0
"3994","5157AMF",2887,"MOL-00345","Molokai",4244,5157,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_WEST","2010-12","ForereefMid","MOL_WEST","06/09/2012","Forereef","Mid","Shallow",21.17985947,-157.2539248,7.4,3.5,7.5,11.5,10,47.5,15,5,0,NA,0.20375,0.1330192,0.5,2,1,"A","MF",0,0,0.084304285,0.968488241,0,1.052792526,"Hawaii","P",1.331519521,"1845957349",0
"3995","5157AMON",2888,"MOL-00345","Molokai",4243,5157,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_WEST","2010-12","ForereefMid","MOL_WEST","06/09/2012","Forereef","Mid","Shallow",21.17985947,-157.2539248,7.4,3.5,7.5,11.5,10,47.5,15,5,0,NA,0.20375,0.1330192,0.5,2,1,"A","MON",0,0,0.032832433,1.812433657,0,1.845266089,"Hawaii","P",1.331519521,"1845957358",0
"3996","5158ABDS",2882,"MOL-00342","Molokai",4245,5158,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_WEST","2010-12","ForereefMid","MOL_WEST","06/09/2012","Forereef","Mid","Mid",21.15869541,-157.282993,14.4,3.5,0,51.5,0,35,7.5,2.5,0,NA,0.809,0.726339976,2,2,1,"A","BDS",0,0.54523167,8.314303359,9.797257976,0,18.656793,"Hawaii","P",1.098673644,"1845957363",0
"3997","5158AMON",2881,"MOL-00342","Molokai",4246,5158,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_WEST","2010-12","ForereefMid","MOL_WEST","06/09/2012","Forereef","Mid","Mid",21.15869541,-157.282993,14.4,3.5,0,51.5,0,35,7.5,2.5,0,NA,0.809,0.726339976,2,2,1,"A","MON",0,0.17000676,0.243614157,8.794291771,0,9.207912688,"Hawaii","P",1.098673644,"1845957356",0
"3998","5159ABDS",2892,"MOL-00347","Molokai",4247,5159,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_WEST","2010-12","ForereefShallow","MOL_WEST","06/09/2012","Forereef","Shallow","Shallow",21.11505202,-157.3029655,3.7,7.5,0,20,4.5,63,2.5,2.5,0,NA,0.51125,0.222238446,1.1,2,1,"A","BDS",0,0,6.476617034,2.106018866,0,8.582635901,"Hawaii","P",1.320981198,"1845957365",0
"3999","5159AMF",2891,"MOL-00347","Molokai",4248,5159,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_WEST","2010-12","ForereefShallow","MOL_WEST","06/09/2012","Forereef","Shallow","Shallow",21.11505202,-157.3029655,3.7,7.5,0,20,4.5,63,2.5,2.5,0,NA,0.51125,0.222238446,1.1,2,1,"A","MF",1.943339437,0.585452519,9.015487404,6.153010264,0,17.69728962,"Hawaii","P",1.320981198,"1845957350",1.94333943727308
"4000","5160AMF",2868,"MOL-00335","Molokai",4249,5160,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_WEST","2010-12","ForereefDeep","MOL_WEST","06/09/2012","Forereef","Deep","Deep",21.13264672,-157.3101006,28.85,7,0,6.5,4,72.5,7.5,2.5,0,NA,0.33,0.171327143,0.7,2,1,"A","MF",0,16.56445638,24.38596277,7.612286794,0,48.56270594,"Hawaii","P",0.554252281,"1845957352",0
"4001","5160AMON",2867,"MOL-00335","Molokai",4250,5160,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_WEST","2010-12","ForereefDeep","MOL_WEST","06/09/2012","Forereef","Deep","Deep",21.13264672,-157.3101006,28.85,7,0,6.5,4,72.5,7.5,2.5,0,NA,0.33,0.171327143,0.7,2,1,"A","MON",0,2.588275684,11.51183871,18.85120928,0,32.95132368,"Hawaii","P",0.554252281,"1845957360",0
"4002","5161ABDS",2901,"MOL-00394","Molokai",4251,5161,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_WEST","2010-12","ForereefShallow","MOL_WEST","06/09/2012","Forereef","Shallow","Shallow",21.1426439,-157.2920089,3.2,8,0,0,12.5,71.5,1,2,5,NA,0.9225,0.437702817,2.15,2,1,"A","BDS",0,2.736796277,6.397442669,5.643905112,0,14.77814406,"Hawaii","P",1.799148828,"1845957367",0
"4003","5161AMON",2902,"MOL-00394","Molokai",4252,5161,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_WEST","2010-12","ForereefShallow","MOL_WEST","06/09/2012","Forereef","Shallow","Shallow",21.1426439,-157.2920089,3.2,8,0,0,12.5,71.5,1,2,5,NA,0.9225,0.437702817,2.15,2,1,"A","MON",0,4.37728011,39.72886682,3.08789024,0,47.19403717,"Hawaii","P",1.799148828,"1845957359",0
"4004","5162ABLR",2883,"MOL-00343","Molokai",4254,5162,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_WEST","2010-12","ForereefMid","MOL_WEST","06/09/2012","Forereef","Mid","Mid",21.21354592,-157.2599227,15.2,8.5,0,62.5,0,9,17.5,2.5,0,NA,0.2725,0.23856365,0.75,2,1,"A","BLR",0,0.140158209,0.037673527,2.432403905,0,2.610235641,"Hawaii","P",2.746699612,"1845957371",0
"4005","5162AIDW",2884,"MOL-00343","Molokai",4253,5162,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_WEST","2010-12","ForereefMid","MOL_WEST","06/09/2012","Forereef","Mid","Mid",21.21354592,-157.2599227,15.2,8.5,0,62.5,0,9,17.5,2.5,0,NA,0.2725,0.23856365,0.75,2,1,"A","IDW",0.009847708,0.554717733,5.889754673,6.132353626,0,12.58667374,"Hawaii","P",2.746699612,"1845957357",0.0098477077394084
"4006","5163AJPZ",2876,"MOL-00339","Molokai",4255,5163,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_WEST","2010-12","ForereefDeep","MOL_WEST","06/09/2012","Forereef","Deep","Deep",21.16681672,-157.2798926,21.05,4.5,0,25,1.5,60,7.5,1.5,0,NA,0.275,0.203511445,0.9,2,1,"A","JPZ",0,16.61133171,18.32500088,10.82660325,0,45.76293584,"Hawaii","P",1.089137553,"1845957370",0
"4007","5163AKCL",2875,"MOL-00339","Molokai",4256,5163,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_WEST","2010-12","ForereefDeep","MOL_WEST","06/09/2012","Forereef","Deep","Deep",21.16681672,-157.2798926,21.05,4.5,0,25,1.5,60,7.5,1.5,0,NA,0.275,0.203511445,0.9,2,1,"A","KCL",0,6.034626073,81.66816307,12.2123599,0,99.91514905,"Hawaii","P",1.089137553,"1845957364",0
"4008","5164ABLR",2880,"MOL-00341","Molokai",4258,5164,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_WEST","2010-12","ForereefMid","MOL_WEST","06/09/2012","Forereef","Mid","Mid",21.14505521,-157.2923449,11.8,3,0,27.5,0.5,59,10,0,0,NA,0.125,0.075,0.45,2,1,"A","BLR",0,0,9.237614485,3.471826785,0,12.70944127,"Hawaii","P",1.560005187,"1845957372",0
"4009","5164AIDW",2879,"MOL-00341","Molokai",4257,5164,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_WEST","2010-12","ForereefMid","MOL_WEST","06/09/2012","Forereef","Mid","Mid",21.14505521,-157.2923449,11.8,3,0,27.5,0.5,59,10,0,0,NA,0.125,0.075,0.45,2,1,"A","IDW",0,0,0.227889955,1.682259074,0,1.910149029,"Hawaii","P",1.560005187,"1845957355",0
"4010","5165AJPZ",2870,"MOL-00336","Molokai",4259,5165,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_WEST","2010-12","ForereefDeep","MOL_WEST","06/09/2012","Forereef","Deep","Deep",21.14830051,-157.2999522,28.9,1,0,31.5,1,56.5,9.5,0.5,0,NA,0.13125,0.077243118,0.4,2,1,"A","JPZ",0,0,0.058204978,2.385500812,0,2.443705789,"Hawaii","P",0.911948072,"1845957369",0
"4011","5165AKCL",2869,"MOL-00336","Molokai",4260,5165,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_WEST","2010-12","ForereefDeep","MOL_WEST","06/09/2012","Forereef","Deep","Deep",21.14830051,-157.2999522,28.9,1,0,31.5,1,56.5,9.5,0.5,0,NA,0.13125,0.077243118,0.4,2,1,"A","KCL",0,0.273449534,0.285522177,4.717632502,0,5.276604213,"Hawaii","P",0.911948072,"1845957362",0
"4012","5166ABLR",2878,"MOL-00340","Molokai",4262,5166,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_WEST","2010-12","ForereefDeep","MOL_WEST","06/09/2012","Forereef","Deep","Deep",21.13831104,-157.3089883,29.25,1,0,5,0.5,66,27.5,0,0,NA,0.15125,0.127741875,0.525,2,1,"A","BLR",0,0,0.143047466,2.515878574,0,2.658926041,"Hawaii","P",0.425808751,"1845957398",0
"4013","5166AIDW",2877,"MOL-00340","Molokai",4261,5166,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_WEST","2010-12","ForereefDeep","MOL_WEST","06/09/2012","Forereef","Deep","Deep",21.13831104,-157.3089883,29.25,1,0,5,0.5,66,27.5,0,0,NA,0.15125,0.127741875,0.525,2,1,"A","IDW",0.033718075,0.00640132,0.007151964,5.998437037,0,6.045708397,"Hawaii","P",0.425808751,"1845957353",0.0337180749899178
"4014","5167AJPZ",2873,"MOL-00338","Molokai",4263,5167,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_WEST","2010-12","ForereefDeep","MOL_WEST","06/09/2012","Forereef","Deep","Deep",21.12725456,-157.3078998,22.8,3,0,40,0.5,49.5,7,0,0,NA,0.14375,0.084525315,0.4,2,1,"A","JPZ",0,0.11932386,17.80789957,3.783929635,0,21.71115306,"Hawaii","P",0.808724349,"1845957368",0
"4015","5167AKCL",2874,"MOL-00338","Molokai",4264,5167,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_WEST","2010-12","ForereefDeep","MOL_WEST","06/09/2012","Forereef","Deep","Deep",21.12725456,-157.3078998,22.8,3,0,40,0.5,49.5,7,0,0,NA,0.14375,0.084525315,0.4,2,1,"A","KCL",4.075444429,4.817597333,96.21068792,7.475670888,0,112.5794006,"Hawaii","P",0.808724349,"1845957366",9.83405049575539
"4016","5168ABLR",2900,"MOL-00393","Molokai",4265,5168,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_WEST","2010-12","ForereefShallow","MOL_WEST","06/09/2012","Forereef","Shallow","Shallow",21.10672074,-157.3077419,3.05,1.5,0,14,1.5,80.5,2.5,0,0,NA,0.2605,0.150136302,0.9,2,1,"A","BLR",0,0.008787343,1.378721367,2.857986592,0,4.245495303,"Hawaii","P",1.441622239,"1845957399",0
"4017","5168AIDW",2899,"MOL-00393","Molokai",4266,5168,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_WEST","2010-12","ForereefShallow","MOL_WEST","06/09/2012","Forereef","Shallow","Shallow",21.10672074,-157.3077419,3.05,1.5,0,14,1.5,80.5,2.5,0,0,NA,0.2605,0.150136302,0.9,2,1,"A","IDW",0,0,0.144939016,0.974078509,0,1.119017525,"Hawaii","P",1.441622239,"1845957354",0
"4018","5170AKSM",2856,"MOL-00225","Molokai",4267,5170,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_PALI","2010-12","ForereefMid","MOL_PALI","07/09/2012","Forereef","Mid","Mid",21.16696642,-156.8543447,11.5,4.5,0,6.5,4,80,5,0,0,NA,0.74,0.578049216,2.9,2,1,"A","KSM",0,0.11971847,2.063051145,6.950476211,0,9.133245826,"Hawaii","P",1.986416859,"1845957377",0
"4019","5170AMON",2855,"MOL-00225","Molokai",4268,5170,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_PALI","2010-12","ForereefMid","MOL_PALI","07/09/2012","Forereef","Mid","Mid",21.16696642,-156.8543447,11.5,4.5,0,6.5,4,80,5,0,0,NA,0.74,0.578049216,2.9,2,1,"A","MON",0,0.314121307,2.524760772,10.63990093,0,13.47878301,"Hawaii","P",1.986416859,"1845957388",0
"4020","5171AKSM",2815,"MOL-00179","Molokai",4270,5171,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_PALI","2010-12","ForereefMid","MOL_PALI","07/09/2012","Forereef","Mid","Shallow",21.17483829,-156.8092223,10,3.5,0,6.5,5,77.5,7.5,0,0,NA,1.3375,0.90157888,4,2,1,"A","KSM",0,0.041637231,4.408811447,12.93683135,0,17.38728003,"Hawaii","P",2.704545928,"1845957374",0
"4021","5171AMON",2816,"MOL-00179","Molokai",4269,5171,"nSPC",2012,"MHI","Main Hawaiian Islands","MOL_PALI","2010-12","ForereefMid","MOL_PALI","07/09/2012","Forereef","Mid","Shallow",21.17483829,-156.8092223,10,3.5,0,6.5,5,77.5,7.5,0,0,NA,1.3375,0.90157888,4,2,1,"A","MON",0,0,4.696093703,16.04576838,0,20.74186209,"Hawaii","P",2.704545928,"1845957395",0
